"Explorer Support Campaign" Starts!,2021-07-21
【Screenshot Contest Results!】June Screenshot Contest Starts!,2021-07-14
Accessory CollectionⅡ Gacha,2021-07-13
Accessory Ⅲ Selection Gacha,2021-07-13
Friends of the Sea Gacha,2021-07-12
Hot Seaside Gacha,2021-07-11
Tropical Vacation Gacha,2021-07-10
White Fairy Metamorphosis Gacha,2021-07-10
New Event "Underwater Adventure! ～Part 1～" Starts!,2021-07-07
Swimsuit Gacha,2021-07-07
Holy Messenger Gacha Tix,2021-07-07
Screenshots on the Store,2021-07-06
The Sorrow of Angels Gacha,2021-07-03
Win a complete UR Avatar set! " Avatar Dream Gacha" starts!,2021-07-02
Equipment enhancement big success rate campaign now opens!,2021-06-30
July 2021 Calendar Wallpaper!,2021-06-29
【6/28 Edit】Win LR Accessory!? "Traditional Jewelry Gacha" Arrives!,2021-06-28
Enhance Gear Performance! "Rune Gacha" Starts!,2021-06-26
【6/28 Edit】UR+ T Jewelry G Tix,2021-06-25
Good Fashion Gacha,2021-06-24
New Event "Kitty☆Wedding ～Part 2～" Starts!,2021-06-23
"Explorer Support Campaign" Starts!,2021-06-23
【6/23Update】Alchemia Lottery Result！,2021-06-23
Increased Damage Limit! "Forbidden Beasts Gacha" Now Available!,2021-06-18
Boosted Zell Dungeon Campaign Starts!,2021-06-16
【6/23 Edit】"Comeback Campaign" now starts!,2021-06-16
Enhance your equipment! "Upgrade Gacha" is here!!,2021-06-16
【Screenshot Contest Results!】May Screenshot Contest Starts!,2021-06-16
"Dowsing Support Pack" is here!,2021-06-13
Holy Messenger Gacha,2021-06-12
Yashiro Azuki's Alchemia Story collab manga released!,2021-06-11
New Event "Kitty☆Wedding ～Part 1～" Starts!,2021-06-09
4 "Area Boss Packs" Now Available!,2021-06-09
"Explorer Support Campaign" Starts!,2021-06-09
White Night Gacha Tix,2021-06-09
Get Powerful Cores! SP Core Pack now available!,2021-06-07
Step-up style "Journey Charm Gacha" starts!,2021-06-03
Notice: Temporary disconnection,2021-06-03
"Anniversary Pack" Now Available!,2021-06-01
Get Powerful Cores! EX Core Pack now available!,2021-05-30
Get Max Limit Break Lv 140 Weapon from 11 draws! 9 types of Pickup Weapon Gacha now available!,2021-05-29
Get Lv140 Gear! "Selected Avatars Gacha" is here!,2021-05-29
[5/28 Update]New Event "The Sleeping Dragon ～Part 2～" Starts!,2021-05-28
Step-Up Style "3rd Release Anniversary Gacha" Now Available!,2021-05-26
Free 10x Gacha Now Available!,2021-05-26
UR Ability Armor G Tix,2021-05-26
June 2021 Calendar Wallpaper!,2021-05-26
Castle Knights Gacha,2021-05-25
Avatar List【10/7 Update】,2021-05-25
Cyber Fantasy Gacha,2021-05-23
Get 11 High Cores!!"High Grande Gacha",2021-05-22
BringTraffic Cones To Yashiro Azuki!! RT Campaign Starts!,2021-05-21
Results! Yashiro Azuki x Alchemia Story Screenshot Campaign!,2021-05-21
Results! Collab! Vs Yashiro Azuki Team VS Battle: Traffic Cone Starts!,2021-05-21
Innocent Princess Gacha,2021-05-20
"City Police Gacha" starts!,2021-05-19
[Results!] April Screenshot Contest Starts!,2021-05-18
Green Core Selection Gacha,2021-05-16
Yellow Core Selection Gacha,2021-05-16
Blue Core Selection Gacha,2021-05-15
Red Core Selection Gacha,2021-05-15
Couple Drive Gacha Starts!,2021-05-14
"Burst Gacha" now available!,2021-05-13
New Event "The Sleeping Dragon ～Part 1～" Starts!,2021-05-12
Beat the Bosses! "Explorer Support Campaign" Starts!,2021-05-12
EX Hairstyle PackⅡ,2021-05-12
"Light Armor Gacha" starts!,2021-05-12
New Mount "Cat" Rate UP! Couple Drive Gacha Starts!,2021-05-07
"GW Campaign Gacha" Is Here!,2021-05-02
【Complete】Issue with GW Dungeon Rewards,2021-04-30
Notice: Temporary disconnection,2021-04-30
1000 Gems & Lv 10 Core Present! "GW Campaign" Starts!,2021-04-28
Sacred Mind Gacha available again!,2021-04-27
"Alchemia Pack" w/ Rune Box! 2 Types Now Available!,2021-04-27
May 2021 Calendar Wallpaper!,2021-04-27
Step up style "Alchemia Dream Gacha"  is now available!,2021-04-26
Get Lv140 Gear! "Selected Avatars Gacha" is here!,2021-04-25
New Event "Cherry Blossom Festival ～Part 2～" Starts!,2021-04-21
Beginner Couple Drive Gacha Bug,2021-04-20
Gleaming Flash Gacha,2021-04-18
Loyal Hollyhock Gacha,2021-04-18
Get Max LB Lv100 w/11 Draws! Grand Shield Gacha Arrives!,2021-04-16
Notice: Temporary disconnection,2021-04-15
Spring Campaign Starts!,2021-04-14
[Results!] March Screenshot Contest,2021-04-14
Celebration Dance Gacha,2021-04-13
[4/8 Update]New Event "Cherry Blossom Festival ～Part 1～" Starts!,2021-04-07
Try every day! Spring Gift is now available for free,2021-04-07
School Uniform Gacha,2021-04-07
Attention Beginners! Support Campaign [Limited to Starters]!,2021-04-07
Step-up style "SP Novice Weapon Gacha" now available!,2021-04-07
Step-up style "SP Novice Armor Gacha" now available!,2021-04-07
Beginner Couple Drive Gacha,2021-04-07
Beginner Legendary Fest Gacha,2021-04-07
Cute "Animal Ear Pack" Now Available!,2021-04-06
Oni Kagura Gacha,2021-04-05
Lv140 UR Weapon Tix,2021-04-01
Lv140 UR Head Tix,2021-04-01
Lv140 UR Top Tix,2021-04-01
Lv140 UR Bottoms Tix,2021-04-01
1 vs 1 Card Battle "Alchemia Cards"!,2021-04-01
"Spring Support Login Bonus" Starts!,2021-04-01
Hortensia Marriage Gacha available again!,2021-03-29
April 2021 Calendar Wallpaper!,2021-03-25
New Event "Prince of the Nightmare Castle ～Part 2～" Starts!,2021-03-24
Soul Eater of Darkness Gacha,2021-03-19
"D Burst Gacha" now available!,2021-03-18
Issue with Core information in Gear Sets,2021-03-18
【3/17 18:30 Edit】Double Drop Chance & No Tix For Selected Area Bosses!,2021-03-17
Results! Screenshot Contest!,2021-03-16
Get Max Limit Break Lv 100 Weapon from 11 draws! 9 types of Pickup Weapon Gacha now available!,2021-03-16
White costumes! White Day (Avatar) Gacha is here!,2021-03-14
Special price! White Day (Weapon) Gacha is here!,2021-03-14
Head Gear! "Masquerade Gacha" Starts!,2021-03-11
Enhance Gear Performance! "Rune Gacha" Starts!,2021-03-11
[3/11 Edit] New Event "Prince of the Nightmare Castle ～Part 1～" Starts!,2021-03-11
"Prince of the Nightmare Castle" Event "Support Pack" Now Available!,2021-03-10
"Monthly Pack" Renewal,2021-03-10
UR Charm Lucky Bag Gacha,2021-03-08
Special price!  "Winter Wear Gacha" Now Available!,2021-03-08
"Luxurious Alchemia Pack"  now available!,2021-03-05
Charming Bunny Suit Gacha,2021-03-05
Renewal of Items for Beginners,2021-03-03
Max Limit Break & LV 120 Gear jackpot! "SP Weapon Fair" starts!,2021-02-26
Special Login Bonus for a Limited Period!,2021-02-26
Legendary Fest Gacha Including Limited LR Weapons Now Available!,2021-02-24
[Update 2021/2/26]New Event "Lil Rabber in Wonderland ～Part 2～" Starts!,2021-02-24
10 Types of Lv 100 Gear Present Campaign!,2021-02-24
Idea Series,2021-02-24
March 2021 Calendar Wallpaper!,2021-02-24
Song of Divine Birds Gacha,2021-02-23
Fancy (Weapon) Gacha Now Available!,2021-02-22
Challenging the Seas Gacha,2021-02-22
Get UR Set! Meow Meow Gacha 2021,2021-02-22
Blue Core Selection Gacha,2021-02-20
Yellow Core Selection Gacha,2021-02-20
Red Core Selection Gacha,2021-02-18
Green Core Selection Gacha,2021-02-18
Avatar & Gear Set Slots Now Available!,2021-02-17
"Comeback Campaign" now starts!,2021-02-17
[2/17 Update] "Alchemia at Home" Campaign starts!,2021-02-17
New Event "Lil Rabber in Wonderland ～Part 1～" Starts!,2021-02-10
【2/10 Update】Step-Up Style "Valentine Special Gacha" Now Available!,2021-02-10
Swan Ballerina Gacha,2021-02-08
Heart Labyrinth Gacha,2021-02-05
Max Limit Break & LV 120 Gear jackpot! "Weapon Fair" starts!,2021-02-04
Step-Up Style "Setsubun Gacha" Is Here!,2021-02-03
[2/3 Update]"Alchemia at Home" Campaign,2021-02-03
High Core Lv 7 Added!! "New Grande Gahca" Now Available!,2021-02-02
February 2021 Calendar Wallpaper!,2021-01-29
Get Area Boss Tickets!? "Treasure Bottle (AB)" Now Available!,2021-01-28
New Event "Rumble Death Match ～Part 2～" Starts!,2021-01-27
[Winning Number Announcement!]"New Year Lotto"Result！,2021-01-26
Demon Gacha,2021-01-25
Challenging the Seas Gacha,2021-01-22
"Journey Charm Gacha"!,2021-01-21
Shepherd Gacha,2021-01-18
New Event "Rumble Death Match" Starts!,2021-01-13
Minion Knight Gacha Tix,2021-01-13
Get Lv140 Gear! "Selected Avatars Gacha" is here!,2021-01-09
Crimson Super Star Gacha,2021-01-08
[1/7 18:00 Update(JST)]Limited "Fortune Lots Gacha" Now Available!,2021-01-07
[Revival!] Event "Invading Yuamis!" Starts!,2021-01-06
New Year’s Holiday Campaign Pt 3 Starts!,2021-01-03
Increased rate! Gacha including 3 male NPC avatars now available!,2021-01-02
Increased rate! Gacha including 3 female NPC avatars now available!,2021-01-02
New Year’s Holiday Campaign Pt 2,2021-01-01
"Lucky Bags" Now Available!,2021-01-01
Happy New Year!,2021-01-01
Couple Drive Gacha Starts!,2020-12-30
Notice: Temporary disconnection,2020-12-29
End Of The Year Gacha,2020-12-29
January 2021 Calendar Wallpaper!,2020-12-28
New special color added! Innocent Puppet Gacha available again!,2020-12-26
Merry Christmas! Presents for Everyone!,2020-12-25
L Fest LR Gacha Tix,2020-12-24
New Mount Added! Couple Drive Fes Starts!,2020-12-23
New Special Color Added! "White Night Gacha" Now Available!,2020-12-23
New special color added! Church Meadow Gacha available again!,2020-12-22
Charming Fairy Gacha,2020-12-21
[12/21Edit] Notice for Bugs in Team VS Battle,2020-12-21
Monsters and Devils Gacha,2020-12-20
Midnight Summer Gacha,2020-12-19
Flashing Hyperion Gacha,2020-12-18
One-Time Party Bug,2020-12-18
New Mount "Floating Magic" Rate UP! Couple Drive Gacha Starts!,2020-12-16
Presents For Everyone! Beginner Support Campaign Starts!,2020-12-16
New special color added! "Natural Beauty Peach Festival! Gacha" now available!,2020-12-14
New Event "Visitors from the Stars" Starts!,2020-12-09
Fluffy Gacha,2020-12-09
[12/9 Update]Free 10x Gacha Now Available!,2020-12-09
Red Fairy-Tale Gacha Tix,2020-12-09
Try every day! 3 Anniv Gift is now available for free,2020-12-02
Pretty Nurse Gacha,2020-12-02
3rd Anniversary Event Guide【Update：2020/12/2】,2020-12-02
Results! 3rd Anniversary Screenshot Contest!,2020-12-01
2 types of "Monthly Packs" available once a month!,2020-12-01
Happy Birthday! [1130 Gem] Present!,2020-11-30
3rd Anniversary! "Special Pack" Now Available!,2020-11-29
Step-Up Style "3rd Anniversary Special Gacha" Is Here!,2020-11-27
Limited event "Urban Scramble～Part 2～" Starts!,2020-11-25
3rd Anniversary Event Part 3! (11/25～),2020-11-25
Train with Legendary Items! "Legendary Lucky Bag Gacha" Starts!,2020-11-25
Master My Lady Gacha Tix,2020-11-25
White Fairy Gacha Tix,2020-11-25
Oniyasha Gacha Tix,2020-11-25
Cat Pajama Gacha Tix,2020-11-25
2 types of our new special "Alchemia Avatar Set Gacha2020" are here!,2020-11-24
3rd Anniversary Event Part 2! (11/18～),2020-11-18
Special "Upgrade Gacha" Campaign Starts!,2020-11-18
Mix and match! Accessory Paradise Gacha starts!,2020-11-18
Couple Drive Fes Tix,2020-11-18
3rd Anniversary! Bonus Gem Campaign Starts!,2020-11-16
Contest Winner Design! "Couple Drive Fes" Starts!,2020-11-16
"3rd Anniversary! Once a day Free x10 Gacha" Starts!,2020-11-13
3rd Anniversary Login Bonus Bug,2020-11-12
A Bug With Avatar Set Feature,2020-11-12
Berry Charming Gacha,2020-11-12
New Event "Urban Scramble～Part 1～" Starts!,2020-11-11
3rd Anniversary Event Part 1! (11/11～),2020-11-11
Get Anniversary Coins! "3rd Anniversary Campaign Gacha" Is Here!,2020-11-11
Try Monthly Courses For Free!,2020-11-11
"Urban Scramble" Event "Support Pack" Now Available!,2020-11-11
"Comeback Campaign" now starts!,2020-11-11
Come Back, Friends! Campaign Starts!,2020-11-11
Battle Ronin Gacha Tix,2020-11-11
Light Armor Gacha Tix,2020-11-11
Heavenly Dance Gacha Tix,2020-11-11
Easter Hunt Gacha Tix,2020-11-11
L Fest Gacha Tix,2020-11-11
Fox God Gacha Tix,2020-11-11
Fight for Freedom Gacha Tix,2020-11-11
Get Rare Cores! "Core Boost Gacha" now available!,2020-11-10
Get Lv140 Gear! "Selected Avatars Gacha" is here!,2020-11-10
UR rate 40%!! Journey Charm Gacha,2020-11-09
November Festival Gacha,2020-11-08
Couple Driving Fair,2020-11-07
"Urban Elegance Gacha" with Elemental Defense Ability Is Here!,2020-11-06
High Core Lv 5 Added!!"New Grande Gacha",2020-11-03
Get Lv 140 UR Set!! "Grand Avatar Set Gacha" Now Available!,2020-11-03
A collection of rare wings! "Wing Gacha" now available!,2020-11-02
Bonus Gem Campaign Starts!,2020-11-01
Notice: Temporary disconnection,2020-10-29
Limited Event "Evil Hallow-chan Returns～Part 2～" Starts!,2020-10-28
Includes "[Low] Rune Potion"!"Alchemia Pack" now available!,2020-10-27
Limited to 3 days! Once a day only "Miracle Avatar Gacha" is here!,2020-10-24
Spider Puppet Gacha,2020-10-23
[Results!] Let's Catch Crabs! "Fishing Contest"!,2020-10-21
【10/21 Update】【Couple Drive Gacha Tix　（7 Draws）】,2020-10-21
【10/21 Update】【Couple Drive Gacha Tix+　（10 Draws）】,2020-10-21
Step-Up Style "Slashing Darkness Gacha"!,2020-10-20
Slashing Darkness Gacha,2020-10-20
Localization Survey,2020-10-16
New Event "Evil Hallow-chan Returns～Part 1～" Starts!,2020-10-14
Get 500 Gems! Halloween Login Bonus!,2020-10-14
Warrior Hunter Gacha Tix,2020-10-14
Notice for App Version 1.0.79,2020-10-12
Violations,2020-10-09
Illustration Contest Winner Results!,2020-10-08
Comes with 4 Slots! "Holy Eques Gacha" now available!,2020-10-08
Enhancement Success x3 Campaign!,2020-10-07
Master Drill Rate x5 & Rune Potion Added! "Upgrade Gacha" Starts!!,2020-10-07
Bushido Gacha,2020-10-05
Get Miracle Drops! Limited Couple Drive EX Gacha!,2020-10-03
Tradeable "Gift Box" now available!,2020-10-02
[9/30 21:00(JST) Edit]About Connection Failure,2020-09-30
"Water Weapon Gacha" Now Available!,2020-09-30
Notice for App Version 1.0.78,2020-09-29
L Fest x10 Gacha Tix,2020-09-27
L Fest x10 Gacha Tix Present for Everyone!,2020-09-27
500 Gems Present for Catching Nekosuke!,2020-09-26
4 types of "Master Pack" now available!,2020-09-25
Tiger Lily Gacha,2020-09-23
Flowing Kung-Fu Gacha,2020-09-23
Double chance campaign for selected Area Boss drops!,2020-09-23
"Autumn Pack" now on sale!,2020-09-19
Limited event "Fun Cultural Festival～Part 2～" Starts!,2020-09-16
『Fire Squad Gacha』,2020-09-16
Double chance campaign for selected Area Boss drops!,2020-09-16
Pending payment for monthly course subscriptions (for Android users),2020-09-16
Tradeable "Gift Box" now available!,2020-09-09
Spiritual Shaman Gacha Tix,2020-09-09
Get Lv140 Gear! "Selected Avatars Gacha" is here!,2020-09-05
Get great items! "Early Autumn Festival Gacha",2020-09-04
Find the weakness! "Monster Clown Gacha" with Elemental Weapons!,2020-09-04
"Alchemia Summer Lottery"Result！,2020-09-04
[9/3 Update]Limited-time Event "Fun Cultural Festival～Part 1～" Starts!,2020-09-03
Special price!"Conquer all! Mamono Club Gacha" is now available!,2020-09-02
How to Vote in the Illustration Contest,2020-09-02
Accessory Collection Gacha,2020-08-30
Madness Order Gacha,2020-08-29
UR rate 20%!! Journey Charm Gacha,2020-08-28
"Alchemia Pack" now available!,2020-08-27
【Complete】One Time Party Bug,2020-08-27
August 26 update details!,2020-08-26
Once a Day! Limited Summer Support Pack Now Available!,2020-08-26
[8/25 Update]1000 Days Anniversary!,2020-08-25
1000 Days Anniversary!Anniversary Present & Retweet Campaign!,2020-08-25
Eternal Gothic Doll Gacha,2020-08-21
Limited to 3 days! Once a day only "Miracle Avatar Gacha" is here!,2020-08-20
Limited event "Night School Ghost Hunters～Part 2～" Starts!,2020-08-19
[8/19(JST)Update]Couple Drive Gacha,2020-08-19
Notice for App Version1.0.74,2020-08-18
Implementing "Ultra-Precise Slot Drill"! Lv7 Core Added!"Upgrade Gacha"!,2020-08-16
[Part 2] Beat the Summer! Summer Campaign Starts!,2020-08-12
Innocent Puppet Gacha Tix,2020-08-12
【2020/8/6Update】Limited-time Event "Night School Ghost Hunters～Part 1～" Starts!,2020-08-05
[Part 1] Beat the Summer! Summer Campaign Starts!,2020-08-05
Increased rate for New Mount:DIY Box Car! "Couple Drive Gacha" now available!,2020-08-05
Summer Campaign Gacha Tix,2020-08-05
Make a Fortune with "Treasure Bottle" !,2020-08-01
Oniyasha of the Underworld Gacha,2020-07-31
Zodiac & Saint Prime Weapons! "Staff Gacha" is here!,2020-07-30
Notice: Temporary disconnection,2020-07-29
Get Lv 140 UR Set!! "Grand Avatar Set Gacha" Now Available!,2020-07-23
Limited event "Oasis of Learning～Part 2～" Starts!,2020-07-22
4 Types of "Enhance Sword Pack" including 60 Enhance Sword-R5 are here!,2020-07-22
Limited Housing Item "Beach House" is Now Available!,2020-07-22
【Doubled rate for Chrome Emperor!】"Couple Drive Fes" Starts!,2020-07-19
New Spring Avatar Pack" is back!,2020-07-16
UR Charm Lucky Bag Gacha,2020-07-13
『Glorious Dragonewt Gacha』,2020-07-10
Free 10x Gacha Now Available!,2020-07-10
Special price!"Demon Claw Weapon",2020-07-09
[Fixed] Bug in Valley of the Wind 4F,2020-07-09
[7/10 Edit]【Open for Entries】"Illustration Contest" Starts!,2020-07-08
Limited-time Event "Oasis of Learning～Part 1～" Starts!,2020-07-08
Party Dungeon EXP x2! Summer Campaign Starts!,2020-07-08
Shark Panic Gacha,2020-07-08
Introducing Liz's Mystical Shop!,2020-07-08
Song of Divine BirdsTix,2020-07-08
Get great items! "Star Festival Gacha",2020-07-06
Noble Satan Gacha,2020-07-03
Fire Resistant UR! "Summer Fever Gacha" Now Available!,2020-06-30
2 types of our new special "Alchemia Avatar Set Gacha" are here!,2020-06-29
"Wind　Weapon Gacha" now available!,2020-06-27
Limited Event "Battle Colosseum Festival～Part 2～" Starts!,2020-06-24
"Water Weapon Gacha" Now Available!,2020-06-24
About Lavi's Lottery Shop,2020-06-24
Winner Results! Avatar Design Contest Pt. 2!,2020-06-22
[6/18 20:10 Update] Bugs in some Quests,2020-06-18
[6/18 10:50 Update] Rank 3 Job Quest Bug,2020-06-18
Welcome Back [Weapon] Gacha,2020-06-17
Welcome Back [Accessory] Gacha,2020-06-17
Welcome Back [Armor] Gacha,2020-06-17
New Grande Gacha,2020-06-15
Special "Upgrade Gacha" with 40% UR Winning Rate Now Available!,2020-06-14
Magical Tiny Star Gacha,2020-06-12
【6/12 10:00(JST) Update】[END]Login Error,2020-06-12
New Event "Battle Colosseum Festival～Part 1～" Starts!,2020-06-10
About Fishing,2020-06-10
About Treasure Hunt,2020-06-10
Challenging the Seas Gacha Tix,2020-06-10
Shelter from the Rain Gacha,2020-06-07
"Plumeria Marriage Gacha" starts!,2020-06-05
Unlimited fights! "No Tickets Needed Area Boss Campaign!" Starts!,2020-06-03
"City Police Gacha" starts!,2020-05-31
Win a High Core! "HAnniversaryP" is here!,2020-05-30
Get 5 UR items!! "2nd Release Anniversary [Avatar] Gacha" Starts!,2020-05-29
Get 5 UR items!! "2nd Release Anniversary [Weapon] Gacha" Starts!,2020-05-29
[Issue Fixed]Notice: Temporary disconnection,2020-05-28
New Limited Event "Mamono Wars～Part 2～" Starts!,2020-05-27
NPC Avatar Gacha (Rikuru & Shou) now available!,2020-05-27
Journey Charm Gacha,2020-05-27
[5/27 Update]"Alchemia at Home" Campaign starts!,2020-05-27
2nd Release Anniversary Login Bonus Campaign!,2020-05-27
Designers3(B) Tix,2020-05-27
Designers3(G) Tix,2020-05-27
Male NPC Selection Gacha,2020-05-23
Female NPC Selection Gacha,2020-05-23
[Round 2 selection starts!] Avatar Design Contest Pt.2 Round 1 winner results!  Round 2 starts!,2020-05-20
"Stormy Demon Bow Gacha" starts!,2020-05-15
【5/15 Update】New Event "Mamono Wars～Part 1～" Starts!,2020-05-15
Hot Seaside Gacha Tix,2020-05-13
"Battle Ronin Gacha" starts!,2020-05-08
Get great items! "May Festival Gacha",2020-05-05
Once a Day! Limited GW Support Pack Now Available!,2020-05-02
"Wolf Armor Gacha" starts!,2020-04-30
Kingdom Costume「Step Up Gacha」,2020-04-29
Sacred Mind Gacha,2020-04-28
Another Color Gacha,2020-04-26
"Trendy Pop Culture Gacha" with a Damage Limit+ Ability is now available!,2020-04-24
Limited event "Egg's Mystery～Part 2～" Starts!,2020-04-22
How about a cute tail? "Tail Collection Gacha" is here!,2020-04-22
"Fantastic Academy Gacha" starts!,2020-04-18
Spring 2020 Accessory Gacha Tix,2020-04-16
【Results!】IT'S MY LIFE Collab Housing Screenshot Contest!,2020-04-16
Status of Operations Concerning the Spread of Novel Coronavirus,2020-04-14
Achieve real power! "Limit Break Pack" now available!,2020-04-13
Avatar Dream Gacha,2020-04-13
Stylish Append Gacha Ver.2,2020-04-12
Stylish Append Gacha Ver.3,2020-04-12
Stylish Append Gacha,2020-04-09
Limited Event "Egg's Mystery～Part 1～" Starts!,2020-04-08
【4/9Update】Change Your Look! "Mount Skin Pack" Now Available!,2020-04-08
Battle on Board Gacha Tix,2020-04-08
New area boss added! April 2 update details!,2020-04-02
Akashic Weapon Resonance,2020-04-02
Target Mamonos in Resonance Quests,2020-04-02
Fallen Traitor Gacha Tix,2020-04-02
New Event "April Fool's Day" Starts!,2020-04-01
"Easter Hunt Gacha" starts!,2020-03-31
Bob＆Pick Step Up Gacha,2020-03-29
[Issue Fixed]Bugs in the Casino Slots,2020-03-26
[Issue Fixed]Notice: Temporary disconnection,2020-03-25
New Event "I'm grateful to have you～Part 2～" Starts!,2020-03-25
"-Deathly Revelation- Grim Reaper Gacha" starts!,2020-03-25
【3/24Update】New necklace added to "Journey Charm Gacha"!,2020-03-23
Ultra-Precise Slot Drill rate x5! Upgrade Gacha!!,2020-03-22
Notice: Temporary disconnection,2020-03-19
" Free 10x Gacha" including Master Slot Drill Now Available!,2020-03-19
Step-up style "Staff Gacha" is here!,2020-03-18
Lily Bride Gacha,2020-03-16
[First time only discount]Song of Divine Birds Gacha,2020-03-14
500 Gems Present! White Day Campaign starts!,2020-03-14
"Dark Night’s Raven Gacha" starts!,2020-03-13
New Event "I'm grateful to have you～Part 1～" Starts!,2020-03-11
The collab event, "Making My Sweet Home" is here!!,2020-03-11
"IT'S MY LIFE Collaboration Gacha"!!,2020-03-11
[Revival!] "IT'S MY LIFE" x Alchemia Story collaboration starts!!,2020-03-11
Efficiency UP! White Day Campaign starts!,2020-03-11
Limited! "Zen Garden" Housing Items now available!,2020-03-11
"New Event Screenshot Contest" Results!,2020-03-09
Warm Winter Gacha,2020-03-07
Avatar Dream Gacha,2020-03-07
Lv100URWeapon Gacha Tix,2020-03-06
[3/4 18:00 Update]  Notice for maintenance [End],2020-03-04
Get great items! "Early Spring Festival Gacha",2020-03-03
Notice for App Version1.0.62,2020-03-03
"Heavenly Dance Gacha" starts!,2020-02-29
"February Set" now available!,2020-02-28
Notice: Temporary disconnection,2020-02-27
February 26 update details!,2020-02-26
New Limited Event "Chocomi's Season～Part 2～" Starts!,2020-02-26
"Medicine Set" now available!,2020-02-26
7 types of "Core Pack" now available!,2020-02-26
Beautiful Muscles☆Muscular Body☆Gacha,2020-02-25
Wonderland Seeker Gacha,2020-02-23
"Couple Driving Fair" Starts!,2020-02-23
Special Login Bonus!,2020-02-22
"Light Armor Gacha" starts!,2020-02-21
50% Off! "Selected Weapons Gacha" is here!,2020-02-20
[2/19(JST)Update]Couple Drive Gacha,2020-02-19
[Issue Fixed]Bug in One-time Parties and Group Battles,2020-02-17
"Assorted NPC Gacha!",2020-02-16
Added special weapons for area bosses."Weapon Gain Gacha",2020-02-15
Added special weapons for area bosses."Weapon Gain ⅡGacha",2020-02-15
Sweet Service Gacha,2020-02-14
【2/14(JST)Update】Sacred Mind Gacha,2020-02-14
New Limited Event "Chocomi's Season～Part 1～" Starts!,2020-02-12
[2/12 18:00 Update]  Notice for maintenance [End],2020-02-12
"Philosopher's Egg" Gacha filled with useful items is here!,2020-02-09
"Thermal Rabber Gacha!",2020-02-06
Western Style Armor Gacha,2020-02-06
New Limited Event "Marlo Pleasant Park Opening～Part 2～" Starts!,2020-02-05
Sweet Murder Chocolate Gacha,2020-02-04
Journey Charm Gacha,2020-02-02
Noble Satan Gacha Tix,2020-02-02
"Burst Gacha" now available!,2020-02-01
Introducing the 3rd Place Item from the Design Contest Girl’s Division!,2020-01-31
Mix and match! Accessory Paradise Gacha starts!,2020-01-29
Get UR x11! "Bow Gacha" starts!,2020-01-29
"Comeback Campaign" now starts!,2020-01-29
"January Set" now available!,2020-01-28
[Issue Fixed]Bug in the Daily Quest "Use alchemy",2020-01-23
War of the Spirits Gacha,2020-01-22
Aim for Critical Hits!,2020-01-22
Spring Festival Gacha,2020-01-21
Notice for App Version1.0.58,2020-01-20
Get SR and above! Special "Journey Charm Gacha" Starts,2020-01-20
Dust Cloud Gacha,2020-01-19
"New Year Lotto"Result！,2020-01-16
50% Off! "Selected Weapons Gacha" is here!,2020-01-16
New Event "Marlo Pleasant Park Opening～Part 1～" Starts!,2020-01-15
4 Element"Weapon Gacha" now available!,2020-01-15
Minion Knight Gacha,2020-01-13
Traces in the Snow Gacha,2020-01-10
Cats of the Mountain Shrine Gacha,2020-01-09
【1/15 18:00 Update】New Year’s Holiday Campaign Pt 3 Starts!,2020-01-08
Discount campaign  for "Winter is Coming Gacha" now available!,2020-01-08
Loyal Hollyhock Gacha Tix,2020-01-08
Gleaming Flash Gacha Tix,2020-01-08
How to collect Fluffy Cotton,2020-01-08
How to collect Millennial Wood,Clacking Brick,2020-01-08
How to collect Arcus Stone,2020-01-08
New Year’s Holiday Campaign Pt 2,2020-01-01
Lucky New Year! 2 types of "Limited Lucky Bag Gacha" are here!,2020-01-01
New Limited Event "Oomikami’s Arrival" Starts!,2020-01-01
Happy New Year!,2020-01-01
Blessed Emperor Gacha,2019-12-31
End of Year Gacha Tix Box,2019-12-28
Miracle Drops Winning rates boosted!「SP Couple Drive Gacha」,2019-12-28
Reasonable Total Payment Campaign now in session!,2019-12-27
10 "Once a day Paid Gachas" are back!,2019-12-26
New Year’s Holiday Campaign Pt 1,2019-12-25
"Couple Drive Fes" Starts!,2019-12-25
"Comeback Campaign" now starts!,2019-12-25
A Surprise on a Holy Night! Limited Christmas Packs are here!,2019-12-24
Assorted NPCs Gacha,2019-12-23
Animal Gacha,2019-12-22
Holy Messenger Gacha,2019-12-20
50% Off! "Selected Weapons Gacha" is here!,2019-12-19
christmas Event "Support Pack" Now Available!,2019-12-18
Notice for maintenance,2019-12-18
【12/18　12:00(JST)Update】Noble Satan Gacha,2019-12-17
Adoramus Priest Gacha Tix,2019-12-17
Rose Scented Tea Party Gacha Tix,2019-12-17
Soul Carnival Gacha Tix,2019-12-17
Shine! Spotlight Gacha tix,2019-12-17
Starlight Holy Night Gacha,2019-12-16
Armor Set Added!『Little help for Holy Night Gacha』,2019-12-16
Reindeer Pack,2019-12-14
Step-up style "White Night Gacha" starts!,2019-12-13
"White Night Gacha" starts!,2019-12-13
We're moving our head office,2019-12-13
One-Time Party Issue,2019-12-12
Added special weapons for Jobs! December 11 update details!,2019-12-11
New Limited Event "Claus' Present Panic" Starts!,2019-12-11
Wonderland Seeker Gacha Tix,2019-12-11
Promise of Perle Printemps Gacha Tix,2019-12-11
Akashic Weapons,2019-12-11
